Step,Regimes,Controls
configure_firewalld_rate_limiting,"[NIST 800-53,DISA,ComplianceAsCode,STIGID@RHEL7,VMMSRG]","[SC-5,SC-5 (1),SC-5 (2),SC-5 (3),SC-5 (3)(a),SC-5 (3)(b),2385,configure_firewalld_rate_limiting,040510,SRG-OS-000420-VMM-001690]"
service_sshd_enabled,"[NIST 800-53,CUI,DISA,COBIT 5,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,STIGID@RHEL7,STIGIG@SLE12]","[SC-8,SC-8 (1),SC-8 (2),SC-8 (3),SC-8 (4),3.1.13,3.13.8,3.5.4,2418,2420,2421,2422,DSS05.04,DSS05.02,DSS05.07,APO01.06,DSS06.06,DSS06.02,SR 3.1,SR 3.8,SR 4.1,SR 4.2,SR 5.2,A.11.1.5,A.9.2.3,A.11.1.4,A.13.2.1,A.11.2.1,A.13.1.1,A.6.1.2,A.9.1.2,A.9.4.1,A.9.4.4,A.9.4.5,A.13.1.3,A.14.1.2,A.14.1.3,A.7.1.1,A.8.2.3,A.13.2.3,A.7.1.2,A.7.3.1,A.8.2.2,A.9.1.1,A.10.1.1,A.13.2.4,service_sshd_enabled,040310,030100]"
package_openssh-server_installed,"[NIST 800-53,DISA,COBIT 5,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,STIGID@RHEL7]","[SC-8,SC-8 (1),SC-8 (2),SC-8 (3),SC-8 (4),2418,2420,2421,2422,DSS05.04,DSS05.02,DSS05.07,APO01.06,DSS06.06,DSS06.02,SR 3.1,SR 3.8,SR 4.1,SR 4.2,SR 5.2,A.11.1.5,A.9.2.3,A.11.1.4,A.13.2.1,A.11.2.1,A.13.1.1,A.6.1.2,A.9.1.2,A.9.4.1,A.9.4.4,A.9.4.5,A.13.1.3,A.14.1.2,A.14.1.3,A.7.1.1,A.8.2.3,A.13.2.3,A.7.1.2,A.7.3.1,A.8.2.2,A.9.1.1,A.10.1.1,A.13.2.4,package_openssh-server_installed,040300]"
network_configure_name_resolution,"[NIST 800-53,DISA,COBIT 5,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,STIGID@RHEL7]","[SC-22,366,APO13.01,DSS05.02,SR 3.1,SR 3.8,SR 4.1,SR 7.1,SR 5.2,SR 7.6,SR 3.5,SR 4.3,SR 5.1,SR 5.3,A.13.2.1,A.13.1.1,A.14.1.3,network_configure_name_resolution,040600]"
install_antivirus,"[NIST 800-53,DISA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,STIGID@RHEL7,SRG@RHEL6,STIGID@RHEL6]","[SC-28,SC-28 (1),SC-28 (2),SI-3,SI-3a.,SI-3b.,SI-3c.,SI-3c.1.,SI-3c.2.,SI-3d.,SI-3 (1),SI-3 (2),SI-3 (3),SI-3 (4),SI-3 (5),SI-3 (6),SI-3 (6)(a),SI-3 (6)(b),SI-3 (7),SI-3 (8),SI-3 (9),SI-3 (10),SI-3 (10)(a),SI-3 (10)(b),1668,1239,366,DSS05.01,BAI02.01,APO13.02,DSS05.02,DSS05.03,APO01.06,BAI06.01,DSS04.07,DSS06.06,4.4.3.2,4.3.4.3.8,SR 3.3,SR 3.4,SR 4.1,SR 3.2,A.12.2.1,A.8.2.3,A.14.2.8,install_antivirus,032000,SRG-OS-00270,000284]"
package_aide_installed,"[NIST 800-53,DISA@RHEL6,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,CJIS,ANSSI,SRG@RHEL6,STIGID@RHEL6]","[SC-28,SC-28 (1),SC-28 (2),SI-7,SI-7 (1),SI-7 (2),SI-7 (3),SI-7 (4),SI-7 (5),SI-7 (6),SI-7 (7),SI-7 (8),SI-7 (9),SI-7 (10),SI-7 (11),SI-7 (12),SI-7 (13),SI-7 (14),SI-7 (14)(a),SI-7 (14)(b),SI-7 (15),SI-7 (16),1069,BAI02.01,DSS05.02,DSS05.05,DSS05.03,DSS05.07,APO01.06,BAI06.01,DSS04.07,DSS06.06,DSS06.02,BAI03.05,BAI10.01,BAI10.02,BAI10.03,BAI10.05,BAI01.06,DSS01.03,DSS03.05,4.3.4.3.3,4.3.4.3.2,4.3.4.4.4,SR 3.3,SR 3.1,SR 3.8,SR 3.4,SR 4.1,SR 7.6,SR 6.2,A.15.2.1,A.12.5.1,A.14.1.2,A.14.1.3,A.12.2.1,A.8.2.3,A.14.2.4,A.11.2.4,A.12.1.2,A.12.6.2,A.14.2.2,A.14.2.3,A.12.4.1,A.14.2.7,package_aide_installed,5.10.1.3,NT28(R51),SRG-OS-000232,000016]"
aide_periodic_cron_checking,"[NIST 800-53,DISA@RHEL6,DISA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,CJIS,STIGID@RHEL7,ANSSI,SRG@RHEL6,STIGID@RHEL6]","[SC-28,SC-28 (1),SC-28 (2),SI-7,SI-7 (1),SI-7 (2),SI-7 (3),SI-7 (4),SI-7 (5),SI-7 (6),SI-7 (7),SI-7 (8),SI-7 (9),SI-7 (10),SI-7 (11),SI-7 (12),SI-7 (13),SI-7 (14),SI-7 (14)(a),SI-7 (14)(b),SI-7 (15),SI-7 (16),1589,1297,1263,1069,416,374,1744,BAI02.01,DSS05.02,DSS05.05,DSS05.03,DSS05.07,APO01.06,BAI06.01,DSS04.07,DSS06.06,DSS06.02,BAI03.05,BAI10.01,BAI10.02,BAI10.03,BAI10.05,BAI01.06,DSS01.03,DSS03.05,4.3.4.3.3,4.3.4.3.2,4.3.4.4.4,SR 3.3,SR 3.1,SR 3.8,SR 3.4,SR 4.1,SR 7.6,SR 6.2,A.15.2.1,A.12.5.1,A.14.1.2,A.14.1.3,A.12.2.1,A.8.2.3,A.14.2.4,A.11.2.4,A.12.1.2,A.12.6.2,A.14.2.2,A.14.2.3,A.12.4.1,A.14.2.7,aide_periodic_cron_checking,5.10.1.3,020030,NT28(R51),SRG-OS-000265,SRG-OS-000196,SRG-OS-000232,SRG-OS-000098,SRG-OS-000094,SRG-OS-000202,000306]"
sysctl_kernel_randomize_va_space,"[NIST 800-53,CUI,DISA,HIPAA,ComplianceAsCode,STIGID@RHEL7,ANSSI,SRG@RHEL6,STIGID@RHEL6]","[SC-39,SC-39 (1),SC-39 (2),3.1.7,366,164.310(b),164.310(c),164.308(a)(1)(ii)(D),164.308(a)(3),164.308(a)(4),164.312(a),164.312(e),sysctl_kernel_randomize_va_space,040201,NT28(R23),SRG-OS-999999,000078]"
audit_rules_sysadmin_actions,"[NIST 800-53,CUI,DISA,HIPAA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,CJIS,OSPP,STIGID@RHEL7,SRG@RHEL6,STIGID@RHEL6,NIST@RHEL6,NIST-CSF@RHEL6,VMMSRG]","[IR-5,IR-5 (1),3.1.7,126,130,172,2884,135,164.308(a)(3)(ii)(A),164.312(b),164.308(a)(1)(ii)(D),164.312(e),164.312(d),164.308(a)(5)(ii)(C),164.312(a)(2)(i),MEA01.05,MEA01.04,MEA01.03,MEA01.02,MEA01.01,APO12.06,DSS05.04,APO10.01,APO10.05,APO10.03,DSS06.03,APO13.01,APO10.04,DSS05.02,DSS01.04,DSS05.05,DSS05.03,DSS05.07,BAI03.05,APO11.04,MEA02.01,DSS03.01,BAI08.02,DSS01.03,DSS03.05,DSS02.04,DSS02.07,DSS02.02,4.3.3.3.9,4.3.3.7.4,4.3.3.7.2,4.3.3.5.2,4.3.3.2.2,4.3.3.7.3,4.3.3.6.6,4.3.3.5.1,4.3.2.6.7,4.2.3.10,4.3.3.5.8,4.3.4.4.7,4.4.2.1,4.4.2.2,4.4.2.4,4.3.4.5.6,4.3.4.5.7,4.3.4.5.8,SR 6.1,SR 2.8,SR 1.1,SR 1.2,SR 1.3,SR 1.4,SR 1.5,SR 1.7,SR 1.8,SR 1.9,SR 1.13,SR 2.6,SR 2.1,SR 3.1,SR 3.8,SR 4.1,SR 7.1,SR 5.2,SR 7.6,SR 2.9,SR 2.10,SR 2.11,SR 2.12,SR 3.5,SR 4.3,SR 5.1,SR 5.3,SR 6.2,A.9.4.3,A.9.4.2,A.9.3.1,A.9.2.6,A.9.2.4,A.9.2.3,A.9.2.2,A.9.2.1,A.15.2.2,A.15.2.1,A.11.2.6,A.13.2.1,A.6.2.1,A.6.2.2,A.13.1.1,A.6.1.2,A.9.1.2,A.9.4.1,A.9.4.4,A.9.4.5,A.14.1.3,A.7.1.1,A.12.4.1,A.12.4.2,A.12.4.3,A.12.4.4,A.12.7.1,A.16.1.4,A.16.1.7,A.14.2.7,A.16.1.5,audit_rules_sysadmin_actions,5.4.1.1,FAU_GEN.1.1.c,030700,SRG-OS-000064,000201,AC-3(10),PR.AC-4,PR.AC-6,PR.PT-3,SRG-OS-000471-VMM-001910,SRG-OS-000462-VMM-001840]"
audit_rules_file_deletion_events_rename,"[NIST 800-53,CUI,DISA,HIPAA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,OSPP,STIGID@RHEL7,VMMSRG]","[IR-5,IR-5 (1),3.1.7,366,172,2884,164.308(a)(3)(ii)(A),164.312(b),164.308(a)(1)(ii)(D),164.312(e),164.312(d),164.308(a)(5)(ii)(C),164.312(a)(2)(i),MEA01.05,MEA01.04,MEA01.03,MEA01.02,MEA01.01,APO12.06,DSS05.04,APO10.01,APO10.05,APO10.03,APO13.01,APO10.04,DSS05.02,DSS01.04,DSS05.05,DSS05.03,DSS05.07,BAI03.05,APO11.04,MEA02.01,DSS03.01,BAI08.02,DSS01.03,DSS03.05,DSS02.04,DSS02.07,DSS02.02,4.3.3.3.9,4.3.3.6.8,4.3.3.6.7,4.3.3.6.5,4.3.3.6.6,4.3.2.6.7,4.2.3.10,4.3.3.5.8,4.3.4.4.7,4.4.2.1,4.4.2.2,4.4.2.4,4.3.4.5.6,4.3.4.5.7,4.3.4.5.8,SR 6.1,SR 2.8,SR 1.13,SR 2.6,SR 3.1,SR 3.8,SR 4.1,SR 7.1,SR 5.2,SR 7.6,SR 2.9,SR 2.10,SR 2.11,SR 2.12,SR 3.5,SR 4.3,SR 5.1,SR 5.3,SR 6.2,A.15.2.2,A.15.2.1,A.15.1.1,A.11.2.6,A.13.2.1,A.6.2.1,A.6.2.2,A.13.1.1,A.14.1.3,A.11.2.4,A.12.4.1,A.12.4.2,A.12.4.3,A.12.4.4,A.12.7.1,A.16.1.4,A.16.1.7,A.14.2.7,A.16.1.5,audit_rules_file_deletion_events_rename,FAU_GEN.1.1.c,030880,SRG-OS-000466-VMM-001870,SRG-OS-000468-VMM-001890]"
audit_rules_file_deletion_events_rmdir,"[NIST 800-53,CUI,DISA,HIPAA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,OSPP,STIGID@RHEL7,VMMSRG]","[IR-5,IR-5 (1),3.1.7,366,172,2884,164.308(a)(3)(ii)(A),164.312(b),164.308(a)(1)(ii)(D),164.312(e),164.312(d),164.308(a)(5)(ii)(C),164.312(a)(2)(i),MEA01.05,MEA01.04,MEA01.03,MEA01.02,MEA01.01,APO12.06,DSS05.04,APO10.01,APO10.05,APO10.03,APO13.01,APO10.04,DSS05.02,DSS01.04,DSS05.05,DSS05.03,DSS05.07,BAI03.05,APO11.04,MEA02.01,DSS03.01,BAI08.02,DSS01.03,DSS03.05,DSS02.04,DSS02.07,DSS02.02,4.3.3.3.9,4.3.3.6.8,4.3.3.6.7,4.3.3.6.5,4.3.3.6.6,4.3.2.6.7,4.2.3.10,4.3.3.5.8,4.3.4.4.7,4.4.2.1,4.4.2.2,4.4.2.4,4.3.4.5.6,4.3.4.5.7,4.3.4.5.8,SR 6.1,SR 2.8,SR 1.13,SR 2.6,SR 3.1,SR 3.8,SR 4.1,SR 7.1,SR 5.2,SR 7.6,SR 2.9,SR 2.10,SR 2.11,SR 2.12,SR 3.5,SR 4.3,SR 5.1,SR 5.3,SR 6.2,A.15.2.2,A.15.2.1,A.15.1.1,A.11.2.6,A.13.2.1,A.6.2.1,A.6.2.2,A.13.1.1,A.14.1.3,A.11.2.4,A.12.4.1,A.12.4.2,A.12.4.3,A.12.4.4,A.12.7.1,A.16.1.4,A.16.1.7,A.14.2.7,A.16.1.5,audit_rules_file_deletion_events_rmdir,FAU_GEN.1.1.c,030900,SRG-OS-000466-VMM-001870,SRG-OS-000468-VMM-001890]"
audit_rules_file_deletion_events_unlinkat,"[NIST 800-53,CUI,DISA,HIPAA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,OSPP,STIGID@RHEL7,VMMSRG]","[IR-5,IR-5 (1),3.1.7,366,172,2884,164.308(a)(3)(ii)(A),164.312(b),164.308(a)(1)(ii)(D),164.312(e),164.312(d),164.308(a)(5)(ii)(C),164.312(a)(2)(i),MEA01.05,MEA01.04,MEA01.03,MEA01.02,MEA01.01,APO12.06,DSS05.04,APO10.01,APO10.05,APO10.03,APO13.01,APO10.04,DSS05.02,DSS01.04,DSS05.05,DSS05.03,DSS05.07,BAI03.05,APO11.04,MEA02.01,DSS03.01,BAI08.02,DSS01.03,DSS03.05,DSS02.04,DSS02.07,DSS02.02,4.3.3.3.9,4.3.3.6.8,4.3.3.6.7,4.3.3.6.5,4.3.3.6.6,4.3.2.6.7,4.2.3.10,4.3.3.5.8,4.3.4.4.7,4.4.2.1,4.4.2.2,4.4.2.4,4.3.4.5.6,4.3.4.5.7,4.3.4.5.8,SR 6.1,SR 2.8,SR 1.13,SR 2.6,SR 3.1,SR 3.8,SR 4.1,SR 7.1,SR 5.2,SR 7.6,SR 2.9,SR 2.10,SR 2.11,SR 2.12,SR 3.5,SR 4.3,SR 5.1,SR 5.3,SR 6.2,A.15.2.2,A.15.2.1,A.15.1.1,A.11.2.6,A.13.2.1,A.6.2.1,A.6.2.2,A.13.1.1,A.14.1.3,A.11.2.4,A.12.4.1,A.12.4.2,A.12.4.3,A.12.4.4,A.12.7.1,A.16.1.4,A.16.1.7,A.14.2.7,A.16.1.5,audit_rules_file_deletion_events_unlinkat,FAU_GEN.1.1.c,030920,SRG-OS-000466-VMM-001870,SRG-OS-000468-VMM-001890]"
audit_rules_file_deletion_events_renameat,"[NIST 800-53,CUI,DISA,HIPAA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,OSPP,STIGID@RHEL7,VMMSRG]","[IR-5,IR-5 (1),3.1.7,366,172,2884,164.308(a)(3)(ii)(A),164.312(b),164.308(a)(1)(ii)(D),164.312(e),164.312(d),164.308(a)(5)(ii)(C),164.312(a)(2)(i),MEA01.05,MEA01.04,MEA01.03,MEA01.02,MEA01.01,APO12.06,DSS05.04,APO10.01,APO10.05,APO10.03,APO13.01,APO10.04,DSS05.02,DSS01.04,DSS05.05,DSS05.03,DSS05.07,BAI03.05,APO11.04,MEA02.01,DSS03.01,BAI08.02,DSS01.03,DSS03.05,DSS02.04,DSS02.07,DSS02.02,4.3.3.3.9,4.3.3.6.8,4.3.3.6.7,4.3.3.6.5,4.3.3.6.6,4.3.2.6.7,4.2.3.10,4.3.3.5.8,4.3.4.4.7,4.4.2.1,4.4.2.2,4.4.2.4,4.3.4.5.6,4.3.4.5.7,4.3.4.5.8,SR 6.1,SR 2.8,SR 1.13,SR 2.6,SR 3.1,SR 3.8,SR 4.1,SR 7.1,SR 5.2,SR 7.6,SR 2.9,SR 2.10,SR 2.11,SR 2.12,SR 3.5,SR 4.3,SR 5.1,SR 5.3,SR 6.2,A.15.2.2,A.15.2.1,A.15.1.1,A.11.2.6,A.13.2.1,A.6.2.1,A.6.2.2,A.13.1.1,A.14.1.3,A.11.2.4,A.12.4.1,A.12.4.2,A.12.4.3,A.12.4.4,A.12.7.1,A.16.1.4,A.16.1.7,A.14.2.7,A.16.1.5,audit_rules_file_deletion_events_renameat,FAU_GEN.1.1.c,030890,SRG-OS-000466-VMM-001870,SRG-OS-000468-VMM-001890]"
audit_rules_file_deletion_events_unlink,"[NIST 800-53,CUI,DISA,HIPAA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,OSPP,STIGID@RHEL7,VMMSRG]","[IR-5,IR-5 (1),3.1.7,366,172,2884,164.308(a)(3)(ii)(A),164.312(b),164.308(a)(1)(ii)(D),164.312(e),164.312(d),164.308(a)(5)(ii)(C),164.312(a)(2)(i),MEA01.05,MEA01.04,MEA01.03,MEA01.02,MEA01.01,APO12.06,DSS05.04,APO10.01,APO10.05,APO10.03,APO13.01,APO10.04,DSS05.02,DSS01.04,DSS05.05,DSS05.03,DSS05.07,BAI03.05,APO11.04,MEA02.01,DSS03.01,BAI08.02,DSS01.03,DSS03.05,DSS02.04,DSS02.07,DSS02.02,4.3.3.3.9,4.3.3.6.8,4.3.3.6.7,4.3.3.6.5,4.3.3.6.6,4.3.2.6.7,4.2.3.10,4.3.3.5.8,4.3.4.4.7,4.4.2.1,4.4.2.2,4.4.2.4,4.3.4.5.6,4.3.4.5.7,4.3.4.5.8,SR 6.1,SR 2.8,SR 1.13,SR 2.6,SR 3.1,SR 3.8,SR 4.1,SR 7.1,SR 5.2,SR 7.6,SR 2.9,SR 2.10,SR 2.11,SR 2.12,SR 3.5,SR 4.3,SR 5.1,SR 5.3,SR 6.2,A.15.2.2,A.15.2.1,A.15.1.1,A.11.2.6,A.13.2.1,A.6.2.1,A.6.2.2,A.13.1.1,A.14.1.3,A.11.2.4,A.12.4.1,A.12.4.2,A.12.4.3,A.12.4.4,A.12.7.1,A.16.1.4,A.16.1.7,A.14.2.7,A.16.1.5,audit_rules_file_deletion_events_unlink,FAU_GEN.1.1.c,030910,SRG-OS-000466-VMM-001870,SRG-OS-000468-VMM-001890]"
audit_rules_usergroup_modification_shadow,"[NIST 800-53,CUI,DISA,HIPAA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,CJIS,OSPP,STIGID@RHEL7,VMMSRG]","[IR-5,IR-5 (1),3.1.7,172,18,1403,1404,1405,1683,1684,1685,1686,2130,2132,164.308(a)(3)(ii)(A),164.312(b),164.308(a)(1)(ii)(D),164.312(e),164.312(d),164.308(a)(5)(ii)(C),164.312(a)(2)(i),MEA01.05,MEA01.04,MEA01.03,MEA01.02,MEA01.01,APO12.06,DSS05.04,APO10.01,APO10.05,APO10.03,DSS06.03,APO13.01,APO10.04,DSS05.02,DSS01.04,DSS05.05,DSS05.03,DSS05.07,BAI03.05,APO11.04,MEA02.01,DSS03.01,BAI08.02,DSS01.03,DSS03.05,DSS02.04,DSS02.07,DSS02.02,4.3.3.3.9,4.3.3.7.4,4.3.3.7.2,4.3.3.5.2,4.3.3.2.2,4.3.3.7.3,4.3.3.6.6,4.3.3.5.1,4.3.2.6.7,4.2.3.10,4.3.3.5.8,4.3.4.4.7,4.4.2.1,4.4.2.2,4.4.2.4,4.3.4.5.6,4.3.4.5.7,4.3.4.5.8,SR 6.1,SR 2.8,SR 1.1,SR 1.2,SR 1.3,SR 1.4,SR 1.5,SR 1.7,SR 1.8,SR 1.9,SR 1.13,SR 2.6,SR 2.1,SR 3.1,SR 3.8,SR 4.1,SR 7.1,SR 5.2,SR 7.6,SR 2.9,SR 2.10,SR 2.11,SR 2.12,SR 3.5,SR 4.3,SR 5.1,SR 5.3,SR 6.2,A.9.4.3,A.9.4.2,A.9.3.1,A.9.2.6,A.9.2.4,A.9.2.3,A.9.2.2,A.9.2.1,A.15.2.2,A.15.2.1,A.11.2.6,A.13.2.1,A.6.2.1,A.6.2.2,A.13.1.1,A.6.1.2,A.9.1.2,A.9.4.1,A.9.4.4,A.9.4.5,A.14.1.3,A.7.1.1,A.12.4.1,A.12.4.2,A.12.4.3,A.12.4.4,A.12.7.1,A.16.1.4,A.16.1.7,A.14.2.7,A.16.1.5,audit_rules_usergroup_modification_shadow,5.4.1.1,FAU_GEN.1.1.c,030873,SRG-OS-000276-VMM-000980,SRG-OS-000275-VMM-000970,SRG-OS-000274-VMM-000960,SRG-OS-000241-VMM-000830,SRG-OS-000240-VMM-000820,SRG-OS-000239-VMM-000810,SRG-OS-000004-VMM-000040,SRG-OS-000277-VMM-000990,SRG-OS-000303-VMM-001090,SRG-OS-000304-VMM-001100,SRG-OS-000476-VMM-001960]"
audit_rules_login_events_faillock,"[NIST 800-53,CUI,DISA,HIPAA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,OSPP,STIGID@RHEL7,VMMSRG]","[IR-5,IR-5 (1),3.1.7,126,172,2884,164.308(a)(3)(ii)(A),164.312(b),164.308(a)(1)(ii)(D),164.312(e),164.312(d),164.308(a)(5)(ii)(C),164.312(a)(2)(i),MEA01.05,MEA01.04,MEA01.03,MEA01.02,MEA01.01,APO12.06,DSS05.04,APO10.01,APO10.05,APO10.03,APO13.01,APO10.04,DSS05.02,DSS01.04,DSS05.05,DSS05.03,DSS05.07,BAI03.05,APO11.04,MEA02.01,DSS03.01,BAI08.02,DSS01.03,DSS03.05,DSS02.04,DSS02.07,DSS02.02,4.3.3.3.9,4.3.3.6.6,4.3.2.6.7,4.2.3.10,4.3.3.5.8,4.3.4.4.7,4.4.2.1,4.4.2.2,4.4.2.4,4.3.4.5.6,4.3.4.5.7,4.3.4.5.8,SR 6.1,SR 2.8,SR 1.13,SR 2.6,SR 3.1,SR 3.8,SR 4.1,SR 7.1,SR 5.2,SR 7.6,SR 2.9,SR 2.10,SR 2.11,SR 2.12,SR 3.5,SR 4.3,SR 5.1,SR 5.3,SR 6.2,A.15.2.2,A.15.2.1,A.11.2.6,A.13.2.1,A.6.2.1,A.6.2.2,A.13.1.1,A.14.1.3,A.12.4.1,A.12.4.2,A.12.4.3,A.12.4.4,A.12.7.1,A.16.1.4,A.16.1.7,A.14.2.7,A.16.1.5,audit_rules_login_events_faillock,FAU_GEN.1.1.c,030610,SRG-OS-000473-VMM-001930,SRG-OS-000470-VMM-001900]"
audit_rules_login_events_tallylog,"[NIST 800-53,CUI,DISA,HIPAA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,OSPP,STIGID@RHEL7,VMMSRG]","[IR-5,IR-5 (1),3.1.7,126,172,2884,164.308(a)(3)(ii)(A),164.312(b),164.308(a)(1)(ii)(D),164.312(e),164.312(d),164.308(a)(5)(ii)(C),164.312(a)(2)(i),MEA01.05,MEA01.04,MEA01.03,MEA01.02,MEA01.01,APO12.06,DSS05.04,APO10.01,APO10.05,APO10.03,APO13.01,APO10.04,DSS05.02,DSS01.04,DSS05.05,DSS05.03,DSS05.07,BAI03.05,APO11.04,MEA02.01,DSS03.01,BAI08.02,DSS01.03,DSS03.05,DSS02.04,DSS02.07,DSS02.02,4.3.3.3.9,4.3.3.6.6,4.3.2.6.7,4.2.3.10,4.3.3.5.8,4.3.4.4.7,4.4.2.1,4.4.2.2,4.4.2.4,4.3.4.5.6,4.3.4.5.7,4.3.4.5.8,SR 6.1,SR 2.8,SR 1.13,SR 2.6,SR 3.1,SR 3.8,SR 4.1,SR 7.1,SR 5.2,SR 7.6,SR 2.9,SR 2.10,SR 2.11,SR 2.12,SR 3.5,SR 4.3,SR 5.1,SR 5.3,SR 6.2,A.15.2.2,A.15.2.1,A.11.2.6,A.13.2.1,A.6.2.1,A.6.2.2,A.13.1.1,A.14.1.3,A.12.4.1,A.12.4.2,A.12.4.3,A.12.4.4,A.12.7.1,A.16.1.4,A.16.1.7,A.14.2.7,A.16.1.5,audit_rules_login_events_tallylog,FAU_GEN.1.1.c,030600,SRG-OS-000473-VMM-001930,SRG-OS-000470-VMM-001900]"
audit_rules_login_events_lastlog,"[NIST 800-53,CUI,DISA,HIPAA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,OSPP,STIGID@RHEL7,VMMSRG]","[IR-5,IR-5 (1),3.1.7,126,172,2884,164.308(a)(3)(ii)(A),164.312(b),164.308(a)(1)(ii)(D),164.312(e),164.312(d),164.308(a)(5)(ii)(C),164.312(a)(2)(i),MEA01.05,MEA01.04,MEA01.03,MEA01.02,MEA01.01,APO12.06,DSS05.04,APO10.01,APO10.05,APO10.03,APO13.01,APO10.04,DSS05.02,DSS01.04,DSS05.05,DSS05.03,DSS05.07,BAI03.05,APO11.04,MEA02.01,DSS03.01,BAI08.02,DSS01.03,DSS03.05,DSS02.04,DSS02.07,DSS02.02,4.3.3.3.9,4.3.3.6.6,4.3.2.6.7,4.2.3.10,4.3.3.5.8,4.3.4.4.7,4.4.2.1,4.4.2.2,4.4.2.4,4.3.4.5.6,4.3.4.5.7,4.3.4.5.8,SR 6.1,SR 2.8,SR 1.13,SR 2.6,SR 3.1,SR 3.8,SR 4.1,SR 7.1,SR 5.2,SR 7.6,SR 2.9,SR 2.10,SR 2.11,SR 2.12,SR 3.5,SR 4.3,SR 5.1,SR 5.3,SR 6.2,A.15.2.2,A.15.2.1,A.11.2.6,A.13.2.1,A.6.2.1,A.6.2.2,A.13.1.1,A.14.1.3,A.12.4.1,A.12.4.2,A.12.4.3,A.12.4.4,A.12.7.1,A.16.1.4,A.16.1.7,A.14.2.7,A.16.1.5,audit_rules_login_events_lastlog,FAU_GEN.1.1.c,030620,SRG-OS-000473-VMM-001930,SRG-OS-000470-VMM-001900]"
audit_rules_media_export,"[NIST 800-53,CUI,DISA@RHEL6,DISA,HIPAA,COBIT 5,ISA 62443-2-1:2009,ISA 62443-3-3:2013,ISO/IEC 27001:2013,ComplianceAsCode,CJIS,STIGID@RHEL7,SRG@RHEL6,STIGID@RHEL6,NIST@RHEL6,NIST-CSF@RHEL6]","[IR-5,IR-5 (1),3.1.7,126,2884,135,164.308(a)(3)(ii)(A),164.312(b),164.308(a)(1)(ii)(D),164.312(e),164.312(d),164.308(a)(5)(ii)(C),164.312(a)(2)(i),MEA01.05,MEA01.04,MEA01.03,MEA01.02,MEA01.01,APO12.06,DSS05.04,APO10.01,APO10.05,APO10.03,APO13.01,APO10.04,DSS05.02,DSS01.04,DSS05.05,DSS05.03,DSS05.07,BAI03.05,APO11.04,MEA02.01,DSS03.01,BAI08.02,DSS01.03,DSS03.05,DSS02.04,DSS02.07,DSS02.02,4.3.3.3.9,4.3.3.6.6,4.3.2.6.7,4.2.3.10,4.3.3.5.8,4.3.4.4.7,4.4.2.1,4.4.2.2,4.4.2.4,4.3.4.5.6,4.3.4.5.7,4.3.4.5.8,SR 6.1,SR 2.8,SR 1.13,SR 2.6,SR 3.1,SR 3.8,SR 4.1,SR 7.1,SR 5.2,SR 7.6,SR 2.9,SR 2.10,SR 2.11,SR 2.12,SR 3.5,SR 4.3,SR 5.1,SR 5.3,SR 6.2,A.15.2.2,A.15.2.1,A.11.2.6,A.13.2.1,A.6.2.1,A.6.2.2,A.13.1.1,A.14.1.3,A.12.4.1,A.12.4.2,A.12.4.3,A.12.4.4,A.12.7.1,A.16.1.4,A.16.1.7,A.14.2.7,A.16.1.5,audit_rules_media_export,5.4.1.1,030740,SRG-OS-000064,000199,AC-3(10),PR.AC-4,PR.AC-6,PR.PT-3]"
