Function	Category	Subcategory	Informative References
IDENTIFY (ID)	Risk Assessment (ID.RA): The organization understands the cybersecurity risk to organizational operations (including mission, functions, image, or reputation), organizational assets, and individuals.	ID.RA-4: Potential business impacts and likelihoods are identified	ISA 62443-2-1:2009 4.2.3, 4.2.3.9, 4.2.3.12
IDENTIFY (ID)	Risk Assessment (ID.RA): The organization understands the cybersecurity risk to organizational operations (including mission, functions, image, or reputation), organizational assets, and individuals.	ID.RA-4: Potential business impacts and likelihoods are identified	ISO/IEC 27001:2013 A.16.1.6, Clause 6.1.2
IDENTIFY (ID)	Risk Assessment (ID.RA): The organization understands the cybersecurity risk to organizational operations (including mission, functions, image, or reputation), organizational assets, and individuals.	ID.RA-4: Potential business impacts and likelihoods are identified	NIST SP 800-53 Rev. 4 RA-2, RA-3, SA-14, PM-9, PM-11
IDENTIFY (ID)	Risk Assessment (ID.RA): The organization understands the cybersecurity risk to organizational operations (including mission, functions, image, or reputation), organizational assets, and individuals.	ID.RA-4: Potential business impacts and likelihoods are identified	PCI DSS v3.2 6.1
IDENTIFY (ID)	Risk Assessment (ID.RA): The organization understands the cybersecurity risk to organizational operations (including mission, functions, image, or reputation), organizational assets, and individuals.	ID.RA-5: Threats, vulnerabilities, likelihoods, and impacts are used to determine risk	CIS CSC 4
IDENTIFY (ID)	Risk Assessment (ID.RA): The organization understands the cybersecurity risk to organizational operations (including mission, functions, image, or reputation), organizational assets, and individuals.	ID.RA-5: Threats, vulnerabilities, likelihoods, and impacts are used to determine risk	COBIT 5 APO12.02
IDENTIFY (ID)	Risk Assessment (ID.RA): The organization understands the cybersecurity risk to organizational operations (including mission, functions, image, or reputation), organizational assets, and individuals.	ID.RA-5: Threats, vulnerabilities, likelihoods, and impacts are used to determine risk	ISO/IEC 27001:2013 A.12.6.1
IDENTIFY (ID)	Risk Assessment (ID.RA): The organization understands the cybersecurity risk to organizational operations (including mission, functions, image, or reputation), organizational assets, and individuals.	ID.RA-5: Threats, vulnerabilities, likelihoods, and impacts are used to determine risk	NIST SP 800-53 Rev. 4 RA-2, RA-3, PM-16
IDENTIFY (ID)	Risk Assessment (ID.RA): The organization understands the cybersecurity risk to organizational operations (including mission, functions, image, or reputation), organizational assets, and individuals.	ID.RA-5: Threats, vulnerabilities, likelihoods, and impacts are used to determine risk	PCI DSS v3.2 12.2
IDENTIFY (ID)	Risk Assessment (ID.RA): The organization understands the cybersecurity risk to organizational operations (including mission, functions, image, or reputation), organizational assets, and individuals.	ID.RA-6: Risk responses are identified and prioritized	CIS CSC 4
IDENTIFY (ID)	Risk Assessment (ID.RA): The organization understands the cybersecurity risk to organizational operations (including mission, functions, image, or reputation), organizational assets, and individuals.	ID.RA-6: Risk responses are identified and prioritized	COBIT 5 APO12.05, APO13.02
IDENTIFY (ID)	Risk Assessment (ID.RA): The organization understands the cybersecurity risk to organizational operations (including mission, functions, image, or reputation), organizational assets, and individuals.	ID.RA-6: Risk responses are identified and prioritized	ISO/IEC 27001:2013 Clause 6.1.3
IDENTIFY (ID)	Risk Assessment (ID.RA): The organization understands the cybersecurity risk to organizational operations (including mission, functions, image, or reputation), organizational assets, and individuals.	ID.RA-6: Risk responses are identified and prioritized	NIST SP 800-53 Rev. 4 PM-4, PM-9
IDENTIFY (ID)	Risk Assessment (ID.RA): The organization understands the cybersecurity risk to organizational operations (including mission, functions, image, or reputation), organizational assets, and individuals.	ID.RA-6: Risk responses are identified and prioritized	PCI DSS v3.2 12.2, 12.10
IDENTIFY (ID)	Risk Management Strategy (ID.RM): The organization’s priorities, constraints, risk tolerances, and assumptions are established and used to support operational risk decisions.	ID.RM-1: Risk management processes are established, managed, and agreed to by organizational stakeholders	CIS CSC 4
IDENTIFY (ID)	Risk Management Strategy (ID.RM): The organization’s priorities, constraints, risk tolerances, and assumptions are established and used to support operational risk decisions.	ID.RM-1: Risk management processes are established, managed, and agreed to by organizational stakeholders	COBIT 5 APO12.04, APO12.05, APO13.02, BAI02.03, BAI04.02 
IDENTIFY (ID)	Risk Management Strategy (ID.RM): The organization’s priorities, constraints, risk tolerances, and assumptions are established and used to support operational risk decisions.	ID.RM-1: Risk management processes are established, managed, and agreed to by organizational stakeholders	ISA 62443-2-1:2009 4.3.4.2
IDENTIFY (ID)	Risk Management Strategy (ID.RM): The organization’s priorities, constraints, risk tolerances, and assumptions are established and used to support operational risk decisions.	ID.RM-1: Risk management processes are established, managed, and agreed to by organizational stakeholders	ISO/IEC 27001:2013 Clause 6.1.3, Clause 8.3, Clause 9.3
IDENTIFY (ID)	Risk Management Strategy (ID.RM): The organization’s priorities, constraints, risk tolerances, and assumptions are established and used to support operational risk decisions.	ID.RM-1: Risk management processes are established, managed, and agreed to by organizational stakeholders	NIST SP 800-53 Rev. 4 PM-9
IDENTIFY (ID)	Risk Management Strategy (ID.RM): The organization’s priorities, constraints, risk tolerances, and assumptions are established and used to support operational risk decisions.	ID.RM-1: Risk management processes are established, managed, and agreed to by organizational stakeholders	PCI DSS v3.2 12.2
IDENTIFY (ID)	Risk Management Strategy (ID.RM): The organization’s priorities, constraints, risk tolerances, and assumptions are established and used to support operational risk decisions.	ID.RM-2: Organizational risk tolerance is determined and clearly expressed	COBIT 5 APO12.06
IDENTIFY (ID)	Risk Management Strategy (ID.RM): The organization’s priorities, constraints, risk tolerances, and assumptions are established and used to support operational risk decisions.	ID.RM-2: Organizational risk tolerance is determined and clearly expressed	ISA 62443-2-1:2009 4.3.2.6.5
IDENTIFY (ID)	Risk Management Strategy (ID.RM): The organization’s priorities, constraints, risk tolerances, and assumptions are established and used to support operational risk decisions.	ID.RM-2: Organizational risk tolerance is determined and clearly expressed	ISO/IEC 27001:2013 Clause 6.1.3, Clause 8.3
IDENTIFY (ID)	Risk Management Strategy (ID.RM): The organization’s priorities, constraints, risk tolerances, and assumptions are established and used to support operational risk decisions.	ID.RM-2: Organizational risk tolerance is determined and clearly expressed	NIST SP 800-53 Rev. 4 PM-9
IDENTIFY (ID)	Risk Management Strategy (ID.RM): The organization’s priorities, constraints, risk tolerances, and assumptions are established and used to support operational risk decisions.	ID.RM-2: Organizational risk tolerance is determined and clearly expressed	PCI DSS v3.2 12.2
