Control	TITLE	Confidentiality_Low	Confidentiality_Moderate	Confidentiality_High	Integrity_Low	Integrity_Moderate	Integrity_High	Availability_Low	Availability_Moderate	Availability_High	ID	C	I	A	Justification for NSS Baseline	Potentially Common or Inheritable	Parameters
SI-3 (8)	Malicious Code Protection | Detect Unauthorized Commands										SI-3 (8)		X				[Assignment: organization-defined unauthorized operating system commands]; [Assignment: organization-defined information system hardware components]; [Selection  (one or more): issues a warning; audits the command execution; prevents the execution of the command]
SI-3 (9)	Malicious Code Protection | Authenticate Remote commands										SI-3 (9)		X				
SI-3 (10)	Malicious Code Protection | Malicious Code Analysis				+	+	+				SI-3 (10)		X		APT.		
SI-4	Information System Monitoring	X	X	X	X	X	X	X	X	X	SI-4	X	X	X			
SI-4 (1)	Information System Monitoring | System- Wide Intrusion Detection System	+	+	+	+	+	+	+	+	+	SI-4 (1)	X	X	X	APT.		
SI-4 (2)	Information System Monitoring | Automated Tools For Real-Time Analysis		X	X		X	X		X	X	SI-4 (2)	X	X	X			
SI-4 (3)	Information System Monitoring | Automated Tool Integration										SI-4 (3)	X	X				
SI-4 (4)	Information System Monitoring | Inbound and Outbound Communications Traffic	+	X	X	+	X	X	+	X	X	SI-4 (4)	X	X	X	APT. Insider Threat. NSS Best Practice. In support of and/or consistent with SI-4 (11).		[Assignment: organization-defined frequency]
SI-4 (5)	Information System Monitoring | System- Generated Alerts	+	X	X	+	X	X	+	X	X	SI-4 (5)	X	X	X	APT. Insider Threat. NSS Best Practice.		
SI-4 (6)	Information System Monitoring | Restrict Non-Privileged Users	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	SI-4 (6)	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	
SI-4 (7)	Information System Monitoring | Automated Response to Suspicious Events										SI-4 (7)	X	X	X			
SI-4 (8)	Information System Monitoring | Protection of Monitoring Information	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	SI-4 (8)	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	
SI-4 (9)	Information System Monitoring | Testing of Monitoring Tools										SI-4 (9)	X	X	X			[Assignment: organization-defined frequency]
SI-4 (10)	Information System Monitoring | Visibility of Encrypted Communications		+	+		+	+		+	+	SI-4 (10)	X	X	X	APT. Insider Threat.	X	
SI-4 (11)	Information System Monitoring | Analyze Communications Traffic Anomalies	+	+	+	+	+	+	+	+	+	SI-4 (11)	X	X	X	APT. Insider Threat. NSS Best Practice. In support of and/or consistent with SI-4 (4).		
SI-4 (12)	Information System Monitoring | Automated Alerts	+	+	+	+	+	+	+	+	+	SI-4 (12)	X	X	X	Insider Threat.		
SI-4 (13)	Information System Monitoring | Analyze Traffic / Event Patterns										SI-4 (13)	X	X	X			
SI-4 (14)	Information System Monitoring | Wireless Intrusion Detection	+	+	+	+	+	+	+	+	+	SI-4 (14)	X	X	X	Insider Threat. NSS Best Practice.		
SI-4 (15)	Information System Monitoring | Wireless to Wireline Communications	+	+	+	+	+	+	+	+	+	SI-4 (15)	X	X	X	NSS Best Practice.		
SI-4 (16)	Information System Monitoring | Correlate Monitoring Information	+	+	+	+	+	+	+	+	+	SI-4 (16)	X	X	X	Insider Threat. Issuance: CNSSI No. 1015.  In support of and/or consistent with SI-4 (1).		
SI-4 (17)	Information System Monitoring | Integrated Situational Awareness										SI-4 (17)	X	X	X		X	
SI-4 (18)	Information System Monitoring | Analyze Traffic / Covert Exfiltration										SI-4 (18)	X					
SI-4 (19)	Information System Monitoring | Individuals Posing Greater Risk	+	+	+	+	+	+	+	+	+	SI-4 (19)	X	X	X	Insider Threat.		
SI-4 (20)	Information System Monitoring | Privileged User	+	+	+	+	+	+	+	+	+	SI-4 (20)	X	X	X	Insider Threat.		
SI-4 (21)	Information System Monitoring | Probationary Periods										SI-4 (21)	X	X	X			
SI-4 (22)	Information System Monitoring | Unauthorized Network Services	+	+	+	+	+	+	+	+	+	SI-4 (22)	X	X	X	NSS Best Practice.		
SI-4 (23)	Information System Monitoring | Host-Based Devices	+	+	+	+	+	+	+	+	+	SI-4 (23)	X	X	X	NSS Best Practice. Insider Threat. APT.		
SI-4 (24)	Information System Monitoring | Indicators of Compromise										SI-4 (24)	X	X	X			
SI-5	Security Alerts, Advisories, and Directives				X	X	X				SI-5		X			X	a. [Assignment: organization-defined external organizations]; c. [Selection  (one or more): [Assignment: organization-defined personnel or roles]; [Assignment: organization-defined elements within the organization]; [Assignment: organization-defined external organizations]]
SI-5 (1)	Security Alerts, Advisories, and Directives | Automated Alerts and Advisories						X				SI-5 (1)		X			X	
SI-6	Security Function Verification						X				SI-6		X				a. [Assignment: organization-defined security functions]; b. [Selection  (one or more):; [Assignment: organization-defined system transitional states]; upon command by user with appropriate privilege; [Assignment: organization-defined frequency]];; c. [Assignment: organization-defined personnel or roles]; d. [Selection  (one or more): shuts the information system down; restarts the information system; [Assignment: organization-defined alternative action (s)]
SI-6 (1)	Security Function Verification | Notification of Failed Security Tests	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	SI-6 (1)	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	
SI-6 (2)	Security Function Verification | Automation Support For Distributed Testing										SI-6 (2)		X				
SI-6 (3)	Security Function Verification | Report Verification Results						+				SI-6 (3)		X		NSS Best Practice. In support of and/or consistent with SI-6.	X	[Assignment: organization-defined personnel or roles].
SI-7	Software, Firmware, and Information Integrity					X	X				SI-7		X			X	
SI-7 (1)	Software, Firmware, and Information Integrity | Integrity Checks					X	X				SI-7 (1)		X				
SI-7 (2)	Software, Firmware, and Information Integrity | Automated Notifications of Integrity Violations						X				SI-7 (2)		X				
SI-7 (3)	Software, Firmware, and Information Integrity | Centrally-Managed Integrity Tools										SI-7 (3)		X				
SI-7 (4)	Software, Firmware, and Information Integrity | Tamper-Evident Packaging	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	SI-7 (4)	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	
SI-7 (5)	Software, Firmware, and Information Integrity | Automated Response to Integrity Violations						X				SI-7 (5)		X				
SI-7 (6)	Software, Firmware, and Information Integrity | Cryptographic Protection										SI-7 (6)		X				
SI-7 (7)	Software, Firmware, and Information Integrity | Integration of Detection and Response					X	X				SI-7 (7)		X				
SI-7 (8)	Software, Firmware, and Information Integrity | Auditing Capability For Significant Events					+	+				SI-7 (8)		X		Insider Threat. NSS Best Practice.		
SI-7 (9)	Software, Firmware, and Information Integrity | Verify Boot Process										SI-7 (9)		X				[Assignment: organization-defined devices]
SI-7 (10)	Software, Firmware, and Information Integrity | Protection of Boot Firmware										SI-7 (10)		X				
SI-7 (11)	Software, Firmware, and Information Integrity | Confined Environments With Limited Privileges										SI-7 (11)		X				
SI-7 (12)	Software, Firmware, and Information Integrity | Integrity Verification										SI-7 (12)		X				
SI-7 (13)	Software, Firmware, and Information Integrity | Code Execution In Protected Environments										SI-7 (13)		X				[Assignment: organization-defined personnel or roles]
SI-7 (14)	Software, Firmware, and Information Integrity | Binary or Machine Executable Code				+	+	X				SI-7 (14)		X		NSS Best Practice.		
SI-7 (15)	Software, Firmware, and Information Integrity | Code Authentication										SI-7 (15)		X				[Assignment: organization-defined software or firmware components]
SI-7 (16)	Software, Firmware, and Information Integrity | Time Limit on Process Execution without Supervision										SI-7 (16)		X				
SI-8	Spam Protection					X	X		X	X	SI-8		X	X		X	
SI-8 (1)	Spam Protection | Central Management of Protection Mechanisms					X	X		X	X	SI-8 (1)		X	X		X	
SI-8 (2)	Spam Protection | Automatic Updates					X	X		X	X	SI-8 (2)		X	X			
SI-8 (3)	Spam Protection | Continuous Learning Capability										SI-8 (3)		X	X			
SI-9	Information Input Restrictions	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	SI-9	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	
SI-10	Information Input Validation				+	X	X				SI-10		X		NSS Best Practice. APT.		[Assignment: organization-defined information inputs]
SI-10 (1)	Information Input Validation | Manual Override Capability										SI-10 (1)		X				
SI-10 (2)	Information Input Validation | Review / Resolution of Errors										SI-10 (2)		X				
SI-10 (3)	Information Input Validation | Predictable Behavior					+	+				SI-10 (3)		X		NSS Best Practice. APT.		
SI-10 (4)	Information Input Validation | Review / Timing Interactions										SI-10 (4)		X				
SI-10 (5)	Information Input Validation | Review / Restrict Inputs to Trusted Sources and Approved Formats										SI-10 (5)		X				
SI-11	Error Handling				+	X	X				SI-11		X		NSS Best Practice. APT.		
SI-12	Information Handling and Retention	X	X	X	X	X	X				SI-12	X	X			X	
SI-13	Predictable Failure Prevention										SI-13			X			
SI-13 (1)	Predictable Failure Prevention | Transferring Component Responsibilities										SI-13 (1)			X			
SI-13 (2)	Predictable Failure Prevention | Time Limit on Process Execution without Supervision	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	SI-13 (2)	Withdrawn	Withdrawn	Withdrawn	Withdrawn	Withdrawn	
SI-13 (3)	Predictable Failure Prevention | Manual Transfer between Components										SI-13 (3)			X			
SI-13 (4)	Predictable Failure Prevention | Standby Component Installation / Notification										SI-13 (4)			X			
SI-13 (5)	Predictable Failure Prevention | Failover Capability										SI-13 (5)			X			
SI-14	Non-Persistence										SI-14		X				
SI-14 (1)	Non-Persistence | Refresh from Trusted Sources										SI-14 (1)		X				
SI-15	Information Output Filtering										SI-15		X				
SI-16	Memory Protection					X	X				SI-16		X				
SI-17	Fail-Safe Procedures										SI-17		X				
PM-1	Information Security Program Plan	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	PM-1	Common controls deployed organization-wide. Supporting information security program. Not associated with security control baselines. Independent of any impact level.					b. [Assignment: organization-defined frequency]
PM-2	Senior Information Security Officer	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	PM-2						
PM-3	Information Security Resources	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	PM-3						
PM-4	Plan of Action and Milestones Process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	PM-4						
PM-5	Information System Inventory	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	PM-5						
PM-6	Information Security Measures of Performance	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	PM-6						
PM-7	Enterprise Architecture	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	PM-7						
PM-8	Critical Infrastructure Plan	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	PM-8						
PM-9	Risk Management Strategy	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	PM-9						c. [Assignment: organization-defined frequency]
PM-10	Security Authorization Process	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	PM-10						
PM-11	Mission/Business Process Definition	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	PM-11						
PM-12	Insider Threat Program	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	PM-12						
PM-13	Information Security Workforce	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	PM-13						
PM-14	Testing, Training, and Monitoring	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	PM-14						
PM-15	Contacts with Security Groups and Associations	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	PM-15						
PM-16	Threat Awareness Program	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	PM-16						
AR-1	Governance and Privacy Program	X	X	X	X	X	X	X	X	X	AR-4	X	X	X			c. [Assignment: organization-defined allocation of budget and staffing]; f. [Assignment: organization-defined frequency, at least biennially]
AR-4	Privacy Monitoring and Auditing	X	X	X	X	X	X	X	X	X	AR-5	X	X	X			[Assignment: organization-defined frequency]
AR-5	Privacy Awareness and Training	X	X	X	X	X	X	X	X	X	DI-1	X	X	X			b. [Assignment: organization-defined frequency, at least annually]; [Assignment: organization-defined frequency, at least annually]; c. [Assignment: organization-defined frequency, at least annually]
DI-1	Data Quality	X	X	X	X	X	X	X	X	X	DI-1 (2)	X	X	X			c. [Assignment: organization-defined frequency]
DI-1 (2)	Re-Validate PII	X	X	X	X	X	X	X	X	X	DM-1	X	X	X			[Assignment: organization-defined frequency]
DM-1	Minimization of Personally Identifiable Information	X	X	X	X	X	X	X	X	X	DM-2	X	X	X			c. [Assignment: organization-defined frequency, at least annually]
DM-2	Data Restoration and Disposal	X	X	X	X	X	X	X	X	X	IP-4 (1)	X	X	X			a. [Assignment: organization-defined time period]; c. [Assignment: organization-defined techniques or methods]
IP-4 (1)	Response Times	X	X	X	X	X	X	X	X	X	SE-1	X	X	X			[Assignment: organization-defined time period]
SE-1	Inventory of Personally Identifiable Information	X	X	X	X	X	X	X	X	X		X	X	X			a. [Assignment: organization-defined frequency]; b. [Assignment: organization-defined frequency]
